pair_id,case_id,source_line_no,function_id_a,function_id_b,label,graphcodebert_prediction,llm_bcb_style_prediction,error_type,confidence,failure_category,normalized_category,recommended_route,static_solvability,dynamic_solvability,execution_priority,method_name_a,method_name_b,token_jaccard,strict_clone,bcb_style_clone
443,3295,3295,1508930,742465,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,doVersionCheck,0.225806,no,yes
444,3299,3299,8588992,8047989,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,perform,getHashedID,0.062147,no,no
445,3312,3312,22503685,11082670,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,readGeoParserResult,lookupFutureEvents,0.123853,no,yes
446,3313,3313,3584508,2199604,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,unzipEntry,0.152542,no,yes
447,3317,3317,17202158,614099,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readZoneIDs,doVersionCheck,0.21875,no,no
448,3323,3323,3584508,5977352,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.327869,no,yes
449,3337,3337,15202804,8588992,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,getDigest,perform,0.044944,no,no
450,3369,3369,22114133,6188784,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,actionPerformed,copy,0.05102,no,no
451,3409,3409,6625074,8588992,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,SHA1,perform,0.055866,no,no
452,3415,3415,21821404,16353490,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getWebPage,executePost,0.137931,no,no
453,3421,3421,3584508,17557289,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.191489,no,yes
454,3425,3425,3584508,9846843,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,getResponse,0.113636,no,yes
455,3432,3432,10690321,16572931,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readData,unJar,0.043796,no,no
456,3449,3449,3584508,8747840,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copy,0.230769,no,yes
457,3450,3450,3409084,2465747,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getRequestContent,postRequest,0.2,no,no
458,3451,3451,19912848,22114133,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,decodeFileToFile,actionPerformed,0.10101,no,no
459,3454,3454,14194234,11334468,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,File2String,wordFrequency,0.246575,no,yes
460,3457,3457,14617444,13152325,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,loadExistingAntlibs,0.195402,no,no
461,3461,3461,6908537,7846688,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,login,postData,0.22093,no,yes
462,3479,3479,3409084,8665321,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,getNetworkServersIPs,0.24,no,no
463,3480,3480,10690321,21348951,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,readData,processAddByURLSubmit,0.057143,no,no
464,3485,3485,19307120,350482,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendPost,doVersionCheck,0.233766,no,no
465,3491,3491,14819747,6457199,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,doRequest,0.083333,no,no
466,3492,3492,9319440,21016435,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,load,getFullScreenUrl,0.280899,no,no
467,3495,3495,3584508,21425787,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.134615,no,yes
468,3506,3506,16079868,7118860,1,0,1,FN,0.85,boilerplate_overlap,boilerplate_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,readIntoList,getEncoding,0.176471,no,yes
469,3507,3507,3584508,8069594,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.196429,no,yes
470,3512,3512,14194234,614099,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,File2String,doVersionCheck,0.228916,no,yes
471,3522,3522,3046085,8588992,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,Song,perform,0.054645,no,no
472,3523,3523,2518655,22114133,0,1,0,FP,0.99,other,other,hybrid_review,partially_solvable,medium,low,main,actionPerformed,0.067358,no,no
473,3534,3534,6890417,7633336,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,executeHttpGet,0.090909,no,yes
474,3543,3543,12197169,7945594,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,read,fileDownload,0.2125,no,yes
475,3554,3554,22418839,3409084,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,handleHandshake,getRequestContent,0.113636,no,no
476,3559,3559,22114133,20019847,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,actionPerformed,copyFile,0.037234,no,no
477,3563,3563,841724,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readAndRewrite,actionPerformed,0.021459,no,no
478,3569,3569,17202158,13207437,0,1,0,FP,0.99,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readZoneIDs,sendRequestObjectResponse,0.069767,no,no
479,3578,3578,9267602,9450274,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,seeURLConnection,0.326087,no,yes
480,3585,3585,8973505,9450274,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,writeFileType,seeURLConnection,0.183673,no,yes
481,3606,3606,22418839,20568568,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,createHTML,0.084656,no,no
482,3620,3620,19307120,7143591,0,1,0,FP,0.99,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendPost,getWebByUrl,0.241758,no,no
483,3625,3625,22114133,812803,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,actionPerformed,convert,0.082397,no,no
484,3649,3649,3584508,13063241,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,copyResource,copyFile,0.12963,no,yes
485,3664,3664,4501356,8588992,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,calculateProfileDiffDigest,perform,0.035928,no,no
486,3666,3666,19307120,2465747,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,sendPost,postRequest,0.411765,no,no
487,3681,3681,14617444,6558022,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readUNI,CheckUrl,0.188679,no,no
488,3698,3698,62362,10690321,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,convert,readData,0.079412,no,no
489,3708,3708,8132219,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,copyFile,actionPerformed,0.067358,no,no
490,3720,3720,14819747,7149578,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,main,parseContent,0.061433,no,no
491,3738,3738,3401153,7633336,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,executeHttpGet,0.238806,no,yes
492,3744,3744,10690321,536614,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,readData,readAndRewrite,0.03268,no,no
493,3756,3756,22875895,10540676,0,1,0,FP,8.5,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readVersion,checkForUpgrade,0.096591,no,no
494,3757,3757,18891988,3958807,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,low,getFile,loadBinaryStream,0.061644,no,yes
495,3765,3765,7809093,7468819,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getContent,run,0.197531,no,yes
496,3769,3769,21998571,1169642,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readTwitterFead,run,0.172932,no,no
497,3775,3775,3584508,6171406,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,createTar,0.120968,no,yes
498,3787,3787,14819747,18748516,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,main,copy,0.071006,no,no
499,3793,3793,10690321,3430784,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readData,decodeBody,0.040146,no,no
500,3807,3807,22844377,22503685,1,0,1,FN,0.85,long_range_semantics,long_range_semantics,hybrid_review,partially_solvable,medium,medium,scrapeForIsbns,readGeoParserResult,0.125,no,yes
501,3809,3809,22114133,16142024,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,copyFile,0.074627,no,no
502,3816,3816,14819747,8069594,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,main,copyFile,0.1,no,no
503,3828,3828,14194234,10212189,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,File2String,getXML,0.298507,no,yes
504,3838,3838,6470716,7458833,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,copyParseFileToCodeFile,0.197183,no,yes
505,3856,3856,17111859,8588992,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,getHash,perform,0.082873,no,no
506,3864,3864,7809093,12724876,0,1,0,FP,0.9,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,high,getContent,loadURL,0.127451,no,no
507,3875,3875,807346,20073619,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,getPagina,0.270833,no,yes
508,3882,3882,1508930,11546108,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,run,0.171429,no,yes
509,3896,3896,6890417,5989666,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,postXml,0.162393,no,yes
510,3909,3909,14758866,6501291,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getResourceAsStream,extractFile,0.145631,no,yes
511,3912,3912,3584508,12306305,1,0,1,FN,0.9,library_context_missing,library_context_missing,context_recovery_then_expert,not_reliably_solvable_static,low,medium,copyResource,doCopyFile,0.191176,no,yes
512,3918,3918,3584508,8815137,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyToDir,0.266667,no,yes
513,3922,3922,1985677,5989666,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,SRWGuiClient,postXml,0.133005,no,no
514,3924,3924,8983517,20210699,0,1,0,FP,1.0,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,getTicketsForQueue,0.134328,no,no
515,3931,3931,7143591,14194234,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getWebByUrl,File2String,0.2,no,yes
516,3943,3943,13657527,21642215,1,0,1,FN,0.95,boilerplate_overlap,boilerplate_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,getDatasetsList,addIDs,0.204724,no,yes
517,3944,3944,12678045,21016435,0,1,0,FP,0.95,library_context_missing,library_context_missing,context_recovery_then_dynamic,not_reliably_solvable_static,low,medium,addQDInformation,getFullScreenUrl,0.225564,no,no
518,3945,3945,3584508,5237257,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,download,0.175439,no,yes
519,3955,3955,21998571,7468819,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readTwitterFead,run,0.163265,no,no
520,3961,3961,18793482,19868933,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,modifyApplicationMessage,copyFromFileToFileUsingNIO,0.135417,no,yes
521,3972,3972,13333160,22114133,0,1,0,FP,0.95,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,high,run,actionPerformed,0.060932,no,no
522,3977,3977,3584508,19584877,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,encodeFileToFile,0.19697,no,yes
523,3984,3984,7166270,12171364,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,issueCommandToServer,getFrameworkFactory,0.10989,no,no
524,3996,3996,21979462,16215393,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,downloadURLtoString,importSequences,0.180328,no,no
525,4003,4003,6908537,19494842,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,login,callService,0.171053,no,yes
526,4007,4007,13362846,10690321,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,setContenu,readData,0.04375,no,no
527,4010,4010,20519261,14617444,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readReferenceText,readUNI,0.210526,no,no
528,4014,4014,3401153,7891509,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,PageLoader,0.186441,no,yes
529,4052,4052,8983517,13207437,0,1,0,FP,0.99,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,sendRequestObjectResponse,0.098361,no,no
530,4059,4059,17202158,22442270,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,readZoneIDs,handledRun,0.14,no,no
531,4072,4072,12724876,10212189,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,loadURL,getXML,0.168539,no,no
532,4079,4079,7468819,14194234,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,run,File2String,0.193182,no,yes
533,4087,4087,7945594,20519261,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,fileDownload,readReferenceText,0.153846,no,yes
534,4091,4091,3401153,9267602,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,main,0.191176,no,yes
535,4099,4099,7945594,807346,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,fileDownload,runScript,0.169014,no,yes
536,4106,4106,16388708,6470716,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,decodeFileToFile,main,0.22619,no,yes
537,4125,4125,17791385,6470716,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyFile,main,0.228571,no,yes
538,4130,4130,14819747,8932510,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,main,doPost,0.093333,no,no
539,4133,4133,2396191,665420,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,doVersionCheck,0.141509,no,no
540,4148,4148,3401153,5989666,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,postXml,0.305882,no,yes
541,4184,4184,8132219,18891988,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyFile,getFile,0.149606,no,yes
542,4201,4201,21979462,5836744,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,downloadURLtoString,read,0.190476,no,yes
543,4216,4216,659316,22114133,0,1,0,FP,0.99,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,actionPerformed,0.086364,no,no
544,4225,4225,3584508,8150996,1,0,1,FN,0.85,dataflow_blindspot,dataflow_blindspot,dynamic_equivalence_oracle,partially_solvable,high,high,copyResource,copyFile,0.245902,no,yes
545,4260,4260,13596891,19109981,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,doTransfer,startScript,0.17094,no,yes
546,4273,4273,10690321,18613870,0,1,0,FP,1.0,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copyFile,0.030189,no,no
547,4275,4275,8983517,23246123,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,createDialogArea,0.180952,no,no
548,4278,4278,5125848,14819747,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,combineJs,main,0.14,no,no
549,4289,4289,8667872,8588992,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,hash,perform,0.051136,no,no
550,4291,4291,3584508,10131427,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.142857,no,yes
551,4315,4315,3024992,22114133,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,testCopy_readerToWriter_nullIn,actionPerformed,0.041237,no,no
552,4325,4325,13439950,19307120,0,1,0,FP,0.9,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,high,readRemoteFile,sendPost,0.26087,no,no
553,4360,4360,21642215,4562786,1,0,1,FN,0.85,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,addIDs,GetResponse,0.162602,no,yes
554,4378,4378,3584508,19912848,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,decodeFileToFile,0.19697,no,yes
555,4380,4380,5836744,22442270,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,read,handledRun,0.134021,no,yes
556,4387,4387,15799935,10690321,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,saveAttachmentBody,readData,0.040134,no,no
557,4398,4398,3584508,3767903,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copy,0.190476,no,yes
558,4415,4415,14819747,22410173,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,main,copyFile,0.094118,no,no
559,4421,4421,6299111,5836744,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,retrieveQ,read,0.152542,no,yes
560,4431,4431,20623709,14819747,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,split,main,0.094862,no,no
561,4438,4438,6299111,9450274,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,retrieveQ,seeURLConnection,0.339286,no,yes
562,4452,4452,18793482,5035872,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,modifyApplicationMessage,copyFile,0.137255,no,yes
563,4454,4454,807346,14194234,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,File2String,0.2,no,yes
564,4469,4469,3401153,810342,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,doVersionCheck,0.218391,no,yes
565,4470,4470,3401153,7166270,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,issueCommandToServer,0.206897,no,yes
566,4483,4483,22114133,20128728,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,actionPerformed,copyFile,0.042105,no,no
567,4488,4488,6470716,10451698,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,copy,0.197674,no,yes
568,4503,4503,7809093,6558022,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getContent,CheckUrl,0.169492,no,yes
569,4525,4525,22114133,2199604,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,actionPerformed,unzipEntry,0.040201,no,no
570,4537,4537,10690321,838844,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,convert,0.079412,no,no
571,4547,4547,22503685,20519261,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,readGeoParserResult,readReferenceText,0.137725,no,yes
572,4552,4552,3731077,10690321,0,1,0,FP,0.99,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,copyFile,readData,0.047619,no,no
573,4557,4557,21979462,7945594,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,downloadURLtoString,fileDownload,0.166667,no,yes
574,4565,4565,6470716,3958807,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,loadBinaryStream,0.098901,no,yes
575,4574,4574,3584508,11477906,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,loadDefaultSettings,0.142857,no,yes
576,4576,4576,14688886,7764011,0,1,0,FP,0.99,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,populateResources,readScalarpvviewerDocument,0.125,no,no
577,4577,4577,13783549,8754809,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,low,copy,launch,0.059633,no,yes
578,4588,4588,3584508,13499897,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,CopyFile,0.125,no,yes
579,4624,4624,21998571,10540676,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,checkForUpgrade,0.086294,no,no
580,4635,4635,14819747,4750967,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,patch,0.04142,no,no
581,4637,4637,3584508,4618237,1,0,1,FN,0.9,library_context_missing,library_context_missing,context_recovery_then_expert,not_reliably_solvable_static,low,medium,copyResource,writeFileToFile,0.181818,no,yes
582,4641,4641,10690321,12306305,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,doCopyFile,0.060498,no,no
583,4642,4642,22114133,13891080,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,actionPerformed,copyFile,0.036269,no,no
584,4651,4651,3401153,19494842,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,callService,0.271429,no,yes
585,4652,4652,3584508,7006052,1,0,1,FN,0.85,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,copyResource,copyFileTo,0.25,no,yes
586,4657,4657,7809093,6908537,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getContent,login,0.141176,no,yes
587,4674,4674,14688886,20210699,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,populateResources,getTicketsForQueue,0.119318,no,no
588,4680,4680,10690321,3801655,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,main,0.087774,no,no
589,4690,4690,6470716,539195,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,copy,0.24,no,yes
590,4721,4721,3584508,14758866,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,getResourceAsStream,0.180952,no,yes
